용도,허가번호,업종,품목명,성분명(국문),성분명(영문),허가일,업체명
동물용의약품,013-084,제조,포울샷 아이비(PoulShot IB),전염성기관지염,Infectious bronchitis,1986-10-20,(주)중앙백신연구소
동물용의약품,013-085,제조,포울샷 비원아이비(Poulshot B1＋IB),뉴캣슬병+전염성기관지염,ND+IB,1986-10-20,(주)중앙백신연구소
동물용의약품,013-086,제조,포울샷 라소타아이비(Poulshot Lasota＋IB),뉴캣슬병+전염성기관지염,ND+IB,1986-10-20,(주)중앙백신연구소
동물용의약품,013-087,제조,포울샷 에치브이티 라이오,마렉병 HVT,Marek s disease HVT,1986-10-20,(주)중앙백신연구소
동물용의약품,013-088,제조,포울샷 에이피(Poulshot AEP),뇌척수염+계두,Encephalomyelitis+Fowl pox,1986-10-20,(주)중앙백신연구소
동물용의약품,013-089,제조,포울샷 알이엔지(PoulShot RENG),뉴캣슬병+산란저하증+전염성F낭병+레오바이러스,ND+EDS 76+IBD+Reovirus,1986-10-20,(주)중앙백신연구소
동물용의약품,013-090,제조,포울샷 에이이(Poulshot AE)(AE-VAC),뇌척수염,Encephalomyelitis,1986-10-20,(주)중앙백신연구소
동물용의약품,013-091,제조,포울샷 레오 S-1133 주(수출용)(PoulShot Reo-S1133),레오바이러스,Reovirus,1986-10-20,(주)중앙백신연구소
동물용의약품,013-092,제조,포울샷 씨엔이 불활화백신(수출용)(Poulshot CNE-VAC),뉴캣슬병+산란저하증+전염성코라이자,ND+EDS 76+Infectious coryza,1986-10-20,(주)중앙백신연구소
동물용의약품,013-093,제조,포울샷 이엔지(PoulShot ENG),뉴캣슬병+산란저하증+전염성F낭,ND+EDS 76+IBD,1986-10-20,(주)중앙백신연구소
동물용의약품,013-094,제조,포울샷 콕시듐(수출용)(PoulShot COCCI-MUNE),콕시듐,Coccidiosis,1986-10-20,(주)중앙백신연구소
동물용의약품,013-095,제조,위축성비염파스튜렐라돈단독대장균(수출용),위축성비염+파스튜렐라+돼지단독+대장균,AR Pasteurellosis Erysipelas E.coli,1987-02-03,(주)중앙백신연구소
동물용의약품,013-096,제조,포울샷 에스비원-수출용(PoulShot SB1),마렉병 SB1,Marek s diease SB1,1987-02-06,(주)중앙백신연구소
동물용의약품,013-097,제조,포울샷 아이비오(Poulshot IBO),전염성기관지염,Infectious bronchitis,1987-08-17,(주)중앙백신연구소
동물용의약품,013-098,제조,캐니샷 디에치피피엘(CaniShot DHPPL),디스템퍼+전염성간염+파라인플루엔자+파보바이러스+렙토스피라,DHPPL,1987-10-14,(주)중앙백신연구소
동물용의약품,013-099,제조,래비샷 출혈병(RVHF-VAC),바이러스성출혈,Viral hemorrhagic disease,1988-01-26,(주)중앙백신연구소
동물용의약품,013-100,제조,포울샷 씨엔비오 불활화백신(수출용)(Poulshot CNBO-VAC),뉴캣슬병+전염성코라이자+전염성기관지염,ND+Infectious coryza+IB,1988-03-31,(주)중앙백신연구소
동물용의약품,013-101,제조,돼지오제스키병속성간이진단킷트(PAD-KIT),오제스키병진단킷트,Aujeszky s disease diagnostic kits,1988-11-19,(주)중앙백신연구소
동물용의약품,013-102,제조,포울샷 비엔이(PoulShot BNE),뉴캣슬병+산란저하증+전염성기관지염,ND+EDS 76+IB,1988-11-30,(주)중앙백신연구소
동물용의약품,013-103,제조,아까바네병불활화백신,아까바네,Akabane disease,1990-03-12,(주)중앙백신연구소
동물용의약품,013-104,제조,소의 RS바이러스감염사독백신,합포체바이러스,RS virus,1990-03-30,(주)중앙백신연구소
동물용의약품,013-105,제조,수이샷 티알(SuiShot TR),전염성위장염+로타바이러스,TGE + Rota virus,1990-09-05,(주)중앙백신연구소
동물용의약품,013-106,제조,포울샷 엠지-에프(PoulShot MG-F),마이코플라즈마,Mycoplasmosis,1990-10-10,(주)중앙백신연구소
동물용의약품,013-109,제조,소유행열사독백신(BEFK-VAC),유행열,Ephemoral fever,1992-01-28,(주)중앙백신연구소
동물용의약품,013-110,제조,보비샷 유행열(BoviShot Ephemer),유행열,Ephemoral fever,1992-02-14,(주)중앙백신연구소
동물용의약품,013-111,제조,보비샷 아까바네(Bovishot Akabane)(AKL-VAC),아까바네,Akabane,1992-02-14,(주)중앙백신연구소
동물용의약품,013-112,제조,포울샷 아이비디엠디(PoulShot IBDMD),전염성F낭병+마렉,IBD+MD,1992-02-14,(주)중앙백신연구소
동물용의약품,013-113,제조,"소유행열이바라기병사독혼합백(BEFV, IBARAKI-COMBINED VACCINE)",유행열+이바라기,Ephemeral fever+Ibaraki disease,1992-12-28,(주)중앙백신연구소
동물용의약품,013-114,제조,수이샷 돈열단독(SuiShot CSF+SE-Live),돼지열병+돼지단독,Hog cholera Erysipelas,1992-12-28,(주)중앙백신연구소
동물용의약품,013-117,제조,수이샷 오제스키(Suishot Aujeszky)(AD-VAC),오제스키,Aujeszky s disease,1993-10-28,(주)중앙백신연구소
동물용의약품,013-118,제조,수이샷 피이디(Suishot PED)(PED-VAC),유행성설사,Porcine Epidemic diarrhea,1994-12-13,(주)중앙백신연구소
동물용의약품,013-119,제조,소탄저(스턴주)생백신(AT-VAC),탄저(스턴),Anthrax(sterne),1995-02-16,(주)중앙백신연구소
동물용의약품,013-120,제조,소타일레리아 불활화백신(THEILERIOSIS INACTIVATED VACCINE),타일레리아,Theileriosis,1995-09-06,(주)중앙백신연구소
동물용의약품,013-122,제조,캐니샷 피씨(Canishot PC),코로나바이러스+파보바이러스,Coronavirus+Parvovirus,1996-05-28,(주)중앙백신연구소
동물용의약품,013-123,제조,중앙 노플록정,노플록사신,Norfloxacine,1996-07-25,(주)중앙백신연구소
동물용의약품,013-124,제조,중앙 노플록산,노플록사신,Norfloxacine,1996-07-25,(주)중앙백신연구소
동물용의약품,013-127,제조,포울샷 비비엔이(Poulshot BBNE),뉴캣슬병+산란저하증+전염성기관지염,ND+EDS 76+IB,1996-11-18,(주)중앙백신연구소
동물용의약품,013-128,제조,자가농장용 생물학적제제(자가백신),자가 백신,Autogenous vaccine,1997-07-14,(주)중앙백신연구소
동물용의약품,013-129,제조,수이샷 뇌심근염(SuiShot EMC),뇌심근염,Encephalomyocarditis,1997-11-29,(주)중앙백신연구소
동물용의약품,013-130,제조,수이샷 마이코가드(SuiShot MycoGuard),마이코플라즈마,Mycoplasmosis,1997-11-29,(주)중앙백신연구소
동물용의약품,013-131,제조,캐니샷 비비(Canishot BB)(BB-VAC),보르데텔라브론키셉티카,Bordetella bronchiseptica,1997-11-29,(주)중앙백신연구소
동물용의약품,013-132,제조,보비샷 로코(Bovishot ROCO),로타바이러스+코로나바이러스,Rotavirus+Coronavirus,1997-11-29,(주)중앙백신연구소
동물용의약품,013-133,제조,보비샷 브루셀(Bovishot Brucel)(BRU-VAC),브루셀라,Brucellosis,1997-11-29,(주)중앙백신연구소
동물용의약품,013-134,제조,포올샷 티푸스겔(Poulshot Typhold-G)(FTG-VAC),닭티푸스,Fowl Typhoid,1998-02-28,(주)중앙백신연구소
동물용의약품,013-135,제조,포올샷 티푸스오(Poulshot Typhold-O)(FTO-VAC),닭티푸스,Fowl Typhoid,1998-02-28,(주)중앙백신연구소
동물용의약품,013-136,제조,돼지 PRRS 유성백신(PRRS-VAC),생식기호흡기증후군,PRRS,1998-06-19,(주)중앙백신연구소
동물용의약품,013-137,제조,닭 산란저하증 유성백신(EDSO-VAC),산란저하,EDS 76,1998-07-14,(주)중앙백신연구소
동물용의약품,013-138,제조,닭 감보로병 유성백신(IBDO-VAC),전염성F낭,Infectious bursal disease,1998-07-14,(주)중앙백신연구소
동물용의약품,013-139,제조,닭뉴캣슬병.전염성기관지염혼합유(NBO-VAC),뉴캣슬병+전염성기관지염,ND+IB,1998-07-14,(주)중앙백신연구소
동물용의약품,013-140,제조,닭 뉴캣슬병 유성백신(NDO-VAC),뉴캣슬,Newcastle disease,1998-07-14,(주)중앙백신연구소
동물용의약품,013-141,제조,닭 레오유성백신(REO-VAC),레오바이러스,Reovirus,1998-07-14,(주)중앙백신연구소
동물용의약품,013-142,제조,수이샷 돈 콜레라(SuiShot HC),돼지열병(조직배양순화),Hog cholera(Cell culture),1998-10-07,(주)중앙백신연구소
동물용의약품,013-143,제조,수이샷 아트로가드(수출용)(SuiShot AtroGuard),위축성비염+위축비염독소+파스튜렐라+파스튜렐라독소,AR+AR toxoid+Pasteurellosis+Pasteurella toxoid,2000-07-08,(주)중앙백신연구소
동물용의약품,013-144,제조,포울샷 비비엔(Poulshot BBN),뉴캣슬병+전염성기관지염,ND+IB,2001-05-23,(주)중앙백신연구소
동물용의약품,013-145,제조,캐니샷 케이5-씨브이 주(Canishot K5-CV),디스템퍼+전염성간염+파라인플루엔자+파보바이러스+코로나바이러스,DHPP+Coronavirus,2001-09-17,(주)중앙백신연구소
동물용의약품,013-146,제조,수이샷 파보가드(Suishot Parvoguard)(Parvo guard-Vac),파보바이러스,Parvovirus,2002-08-19,(주)중앙백신연구소
동물용의약품,013-148,제조,포울샷 엔디오(Poulshot NDO),뉴캣슬,Newcastle disease,2003-06-21,(주)중앙백신연구소
동물용의약품,013-149,제조,수이샷 피알알에스(SuiShot PRRS),생식기호흡기증후군,PRRS,2004-05-26,(주)중앙백신연구소
동물용의약품,013-150,제조,수이샷 피티100(SuiShot PT-100),전염성위장염+유행성설사,TGE+PED,2004-06-25,(주)중앙백신연구소
동물용의약품,013-151,제조,출혈병 플러스(RabbiShot VHD Plus),바이러스성출혈,Viral hemorrhagic disease,2005-07-05,(주)중앙백신연구소
동물용의약품,013-152,제조,수이샷 델타-2(Suishot DELTA-2),글래서병+마이코플라즈마폐렴,Glasser s disease+Mycoplasma pneumonia,2005-10-10,(주)중앙백신연구소
동물용의약품,013-153,제조,수이샷 올레스(SuiShot Allres),위축성비염+파스튜렐라 +글레써씨+흉막폐렴+스트렙토코커스스위스+마이코플라즈마,AR+Pasteurella+Glasser s disease+Pleuropneumonia+Streptococcus suis+Mycoplasma,2005-10-10,(주)중앙백신연구소
동물용의약품,013-154,제조,캐니샷 디에치피피주(CaniShot DHPP),디스템퍼+전염성간염+파보바이러스+파라인플루엔자,DHPP,2006-03-23,(주)중앙백신연구소
동물용의약품,013-155,제조,캐니샷 케이5주(CaniShot K5),디스템퍼+전염성간염+파보바이러스+파라인플루엔자,DHPP,2006-03-23,(주)중앙백신연구소
동물용의약품,013-156,제조,캐니샷씨브이(CaniShot Cv),코로나바이러스,Corona virus,2006-03-23,(주)중앙백신연구소
동물용의약품,013-157,제조,수이샷 에이피엠-7(Suishot APM-7),흉막폐렴+파스튜렐라성폐렴,Pleuropneumonia+Pasteurellosis,2006-03-27,(주)중앙백신연구소
동물용의약품,013-158,제조,펠리샷 피에이치씨(FeliShot PHC),고양이범백혈구감소증바이러스 고양이허피스바이러스 고양이칼리시바이러스,Feline Panleukopenia virus+Feline Herpesvirus+Feline Calicivirus,2006-06-14,(주)중앙백신연구소
동물용의약품,013-159,제조,보비샷 뉴모가드4(BoviShot Pneumoguard4),파스튜렐라+만헤미아,Pasteurella+Mannheimia,2006-07-07,(주)중앙백신연구소
동물용의약품,013-160,제조,캐니샷 켄넬코프-플러스(Canishot KC-plus),보르데텔라브론키셉티카 파라인플루엔자,Bordetella bronchiseptica Canine parainfluenza,2006-08-14,(주)중앙백신연구소
동물용의약품,013-161,제조,수이샷델타2-피엠(Suishot Delta2-Pm),마이코플라즈마+헤모필루스+파스튜렐라,Mycoplasma+Haemophilus+Pasteurellosis,2006-09-06,(주)중앙백신연구소
동물용의약품,013-162,제조,포울샷 플루,저병원성 조류인플루엔자바이러스,inactivated LPAI virus,2006-12-12,(주)중앙백신연구소
동물용의약품,013-163,제조,포울샷 아이엔지-플러스(Poulshot ING-Plus),뉴캣슬병+전염성기관지염+전염성F낭,ND+IB+IBD,2007-01-17,(주)중앙백신연구소
동물용의약품,013-164,제조,포울샷 플루 H9N2+엔디(PoulShot Flu H9N2+ND),조류인플루엔자+뉴캣슬병,AI+ND,2007-03-19,(주)중앙백신연구소
동물용의약품,013-165,제조,캐니샷 알브이-에프(CaniShot RV-F),광견,Rabies,2007-04-13,(주)중앙백신연구소
동물용의약품,013-166,제조,수이샷 에이알-디티(Suishot AR-DT),위축성비염+파스튜렐라,AR+Pasteurellosis,2007-09-21,(주)중앙백신연구소
동물용의약품,013-167,제조,포울샷 S/9R(PoulShot S/9R),닭티푸스,Fowl Typhoid,2007-11-12,(주)중앙백신연구소
동물용의약품,013-168,제조,프로-체크 씨피브이 래피드 킷트(Pro-check CPV Rapid Kit),개파보바이러스진단용킷,Canine parvovirus testing kit,2006-03-14,(주)중앙백신연구소
동물용의약품,013-169,제조,프로-체크 씨디브이 래피드 킷트(Pro-check CDV Rapid Kit),디스템퍼 진단킷트,Distemper antibody test kit,2006-03-14,(주)중앙백신연구소
동물용의약품,013-170,제조,프로-체크 로타 래피드 킷트(Pro-check Rota Ag Rapid Kit),로타바이러스검사키트,Rotavirus test kit,2006-12-21,(주)중앙백신연구소
동물용의약품,013-171,제조,프로-체크 에프씨브이 에이지 래피드 킷트(Pro-check FCV Ag Rapid Kit),고양이전염성복막염진단킷트,Feline Infectious Peritonitis test kit,2007-02-15,(주)중앙백신연구소
동물용의약품,013-172,제조,프로-체크 씨씨브이 에이지 래피드 킷트(Pro-check CCV Ag Rapid Kit),코로나바이러스진단키트,CORNAVIRUS TEST KIT,2007-07-05,(주)중앙백신연구소
동물용의약품,013-173,제조,프로-체크 씨씨피브이 에이지 래피드 킷트(Pro-check CCPV Ag Rapid Kit),코로나바이러스+파보바이러스,Coronavirus+Parvovirus,2007-10-16,(주)중앙백신연구소
동물용의약품,013-174,제조,프로-체크 씨에이치더블유 에이지 래피드 킷트(Pro-Check CHW Ag Rapid Kit),심장사상충진단용킷,Heartworm testing kit,2008-02-29,(주)중앙백신연구소
동물용의약품,013-175,제조,포울샷 플루 H9N2(PoulShot Flu H9N2),저병원성 조류인플루엔자바이러스,inactivated LPAI virus,2008-03-18,(주)중앙백신연구소
동물용의약품,013-176,제조,보비샷 카우가드3(Bovishot CowGuard 3),아까바네병+아이노병+츄잔병,akabane+aino+chuzan,2008-04-29,(주)중앙백신연구소
동물용의약품,013-177,제조,수이샷 에리백(Suishot Erybac),돼지단독,Erysipelothrix,2008-05-13,(주)중앙백신연구소
동물용의약품,013-178,제조,수이샷 에이피엠+에스이(Suishot APM+SE),파스튜렐라+흉막폐렴+돼지단독,Pasteurellosis Pleuropneumonia Erysipelas,2008-05-13,(주)중앙백신연구소
동물용의약품,013-179,제조,수이샷 이+파보(Suishot e+Parvo),돼지단독+파보바이러스,Erysipelas Parvovirus,2008-10-24,(주)중앙백신연구소
동물용의약품,013-180,제조,포울샷 비비엔+플루 H9N2(PoulShot BBN+Flu H9N2),조류인플루엔자+뉴캣슬병+닭전염성기관지염,AI+ND+IB,2008-10-24,(주)중앙백신연구소
동물용의약품,013-181,제조,프로-체크 우결핵 항체 엘라이자(Pro-Check MB AB ELISA),우결핵진단키트,Bovine tuberculosis test kit,2008-11-14,(주)중앙백신연구소
동물용의약품,013-182,제조,캐니샷 피디-수출용(CaniShot PD),디스템퍼+파보바이러스,DP,2008-11-21,(주)중앙백신연구소
동물용의약품,013-183,제조,수이샷 에이디-라이브(SuiShot AD-Live),오제스키,Aujeszky s disease,2008-12-01,(주)중앙백신연구소
동물용의약품,013-184,제조,수이샷 써코-원(SuiShot Circo-ONE),돼지 써코바이러스 항원,Porcine circivirus Type-2 antigen,2009-04-06,(주)중앙백신연구소
동물용의약품,013-185,제조,수이샷 피티알투(SuiShot PTR2),전염성위장염+유행성설사병+로타바이러스,TGE+PED+Rota virus,2009-05-08,(주)중앙백신연구소
동물용의약품,013-186,제조,수이샷 써코-델타(SuiShot Circo-Delta),글래서씨병+마이코플라즈마폐렴+써코바이러스 감염증,Glasser s disease+Mycoplasma pneumonia+Circovirus type 2,2009-06-12,(주)중앙백신연구소
동물용의약품,013-187,제조,포울샷 비비엔이+플루 H9N2(PoulShot BBNE+Flu H9N2),조류인플루엔자+뉴캣슬병+산란저하증+전염성기관지염,AI+ND+EDS 76+IB,2009-09-08,(주)중앙백신연구소
동물용의약품,013-188,제조,프로-체크 우결핵항체 다이렉트 엘라이자(Pro-Check MB Ab ELISA-Direct),우결핵진단키트,Bovine tuberculosis test kit,2009-09-28,(주)중앙백신연구소
동물용의약품,013-189,제조,프로-체크 피이디 항원 래피드 키트(Pro-Check PED Ag Rapid Kit),돼지유행성설사병바이러스 진단키트,PED Ag test Kit,2009-11-10,(주)중앙백신연구소
동물용의약품,013-190,제조,수이샷 플루-3(SuiShot Flu-3),돼지인플루엔자,Swine Influenza Virus,2010-03-08,(주)중앙백신연구소
동물용의약품,013-191,제조,수이샷 돼지열병-E2(SuiShot CSF-E2),돼지열병 E2 마커백신,돼지열병 바이러스 gp55 및 IL2 융합단백질,2010-04-14,(주)중앙백신연구소
동물용의약품,013-192,제조,아쿠아샷 연쇄상구균(AquaShot Strep),연쇄상구균,Streptococcus iniae,2010-06-30,(주)중앙백신연구소
동물용의약품,013-193,제조,수이샷 피이디-에스엠(SuiShot PED-SM),유행성설사,Porcine Epidemic diarrhea,2010-08-27,(주)중앙백신연구소
동물용의약품,013-194,제조,포울샷 비엔이+플루H9N2(Poulshot BNE+FLU(H9N2)),조류인플루엔자+뉴캣슬병+산란저하증+전염성기관지염,AI+ND+EDS 76+IB,2011-06-10,(주)중앙백신연구소
동물용의약품,013-195,제조,포울샷 리메렐라(PoulShot Riemerella),리메렐라,Riemerella,2011-10-13,(주)중앙백신연구소
동물용의약품,013-196,제조,수이샷 피이디-케이(SuiShot PED-K),유행성설사,Porcine Epidemic diarrhea,2012-02-14,(주)중앙백신연구소
동물용의약품,013-197,제조,포울샷 IBD 윈플러스(poulshot IBD Win+),전염성F낭병,Infectious bursal disease,2012-07-04,(주)중앙백신연구소
동물용의약품,013-198,제조,아쿠아샷 스트렙-키퍼3(Aquashot Strep-keeper3),연쇄상구균 혼합,Streptococcus iniae+Streptococcus parauberis,2012-08-23,(주)중앙백신연구소
동물용의약품,013-199,제조,포울샷 쓰리비엔(PoulShot 3BN),뉴캣슬병+전염성기관지염,ND+IB,2012-12-24,(주)중앙백신연구소
동물용의약품,013-200,제조,에이알 엑스(AR-X),위축성 비염+파스튜렐라 폐렴+써코바이러스,Bordetella bronchiseptica+Pasturella multocida+Circovirus,2013-01-17,(주)중앙백신연구소
동물용의약품,013-203,제조,포울샷 인터레스(Poulshot INTERES),뉴캣슬,Newcastle disease,2013-08-07,(주)중앙백신연구소
동물용의약품,013-204,제조,캐니샷 알브이-케이(CaniShot RV-K),광견,Rabies,2013-11-29,(주)중앙백신연구소
동물용의약품,013-205,제조,포울샷 엔디-0901(PoulShot ND-0901),뉴캣슬,Newcastle disease,2014-02-27,(주)중앙백신연구소
동물용의약품,013-206,제조,에이피엠-엑스(APM-X),파스튜렐라 흉막폐렴 써코바이러스,Pleuropneumonia+Pasteurellosis+,2014-11-07,(주)중앙백신연구소
동물용의약품,013-207,제조,피이디-엑스주(돼지유행성설사병 백신)(PED-X),유행성설사,Porcine Epidemic diarrhea,2015-04-24,(주)중앙백신연구소
동물용의약품,013-208,제조,포울샷 IB-캐슬산(PoulShot IB-Castle),뉴캣슬병+전염성기관지염,ND+IB,2015-06-04,(주)중앙백신연구소
동물용의약품,013-209,제조,수이샷 티알2(SuiShot TR2),전염성위장염+로타바이러스,TGE + Rota virus,2015-11-25,(주)중앙백신연구소
동물용의약품,013-210,제조,"포울샷 아이비디78 산(닭 감보로병 백신, 수출용)(PoulShot IBD78)",전염성F낭병,Infectious bursal disease,2016-04-12,(주)중앙백신연구소
동물용의약품,013-211,제조,포울샷 큐엑스 플루-5 주(PoulShot Qx Flu-5),조류인플루엔자+뉴캣슬병+산란저하증+전염성기관지염,AI+ND+EDS 76+IB,2016-05-26,(주)중앙백신연구소
동물용의약품,013-212,제조,수이샷 돼지열병 생마커 주(돼지열병 생마커바이러스 백신)(SuiShot CSFV Marker-L),돼지열병 생마커바이러스(LMO),Flc-LOM BErns(LMO),2016-08-04,(주)중앙백신연구소
동물용의약품,013-213,제조,수이샷 에이피엠-플러스 주(SuiShot APM-PLUS),흉막폐렴+파스튜렐라성폐렴,Pleuropneumonia+Pasteurellosis,2016-10-18,(주)중앙백신연구소
동물용의약품,013-214,제조,포울샷 코라이자-플러스 주(수출용)(PoulShot Coryza-PLUS),전염성코라이자,Infectious coryza,2017-03-13,(주)중앙백신연구소
동물용의약품,013-215,제조,수이샷 마이써코-원(SuiShot MyCirco-one),써코바이러스+마이코플라즈마폐렴,Circovirus type 2+Mycoplasma pneumonia,2017-07-26,(주)중앙백신연구소
동물용의약품,013-216,제조,포울샷 오리간염 1 &3(PoulShot DHAV 1 and 3),오리간염,Duck Hepatitis,2018-07-26,(주)중앙백신연구소
동물용의약품,013-217,제조,포울샷 큐엑스 플루-4(PoulShot QX Flu-4),조류인플루엔자+뉴캣슬병+닭전염성기관지염,AI+ND+IB,2018-11-26,(주)중앙백신연구소
동물용의약품,013-218,제조,수이샷 티알3 (수출용)(SuiShot TR3),전염성위장염+로타바이러스,TGE + Rota virus,2018-11-26,(주)중앙백신연구소
동물용의약품,013-219,제조,포울샷 네오-6(PoulShot Neo-6),조류인플루엔자+뉴캣슬병+산란저하증+전염성기관지염,AI+ND+EDS 76+IB,2018-12-24,(주)중앙백신연구소
동물용의약품,013-220,제조,포울샷 엔디-7 (수출용)(PoulShot ND-7),뉴캣슬,Newcastle disease,2019-07-17,(주)중앙백신연구소
동물용의약품,013-221,제조,수이샷 돈열마커단독(SuiShot CSF Marker+SE-Live),돼지 열병 생마커 바이러스(Flc-LOM-BErns)+돼지 단독균(NL-11)2019-09-03,(주)중앙백신연구소,,
동물용의약품,013-002,수입,윌로벳 바이탈리트,비타민 A/D3/E,Vitamin A/D3/E,2006-04-07,(주)유한양행
동물용의약품,013-004,수입,윌로마린엠백이니에,연쇄상구균,Streptococcus iniae,2007-01-12,(주)유한양행
동물용의약품,013-008,수입,윌로마린 엠백 S.I.P3(WillowMarine MVAC S.I.P 3),연쇄상구균 혼합,Streptococcus iniae+Streptococcus parauberis,2012-06-25,(주)유한양행
동물용의약품,013-009,수입,세다스탑(sedastop),아티파메졸,Atipamezol,2013-11-06,(주)유한양행
동물용의약품,013-010,수입,세다스타트(sedastart),메데토미딘,Medetomidine,2013-11-06,(주)유한양행
동물용의약품,013-011,수입,세도미딘(sedomidine),데토미딘,Detomidine HCl,2013-11-06,(주)유한양행
동물용의약품,014-001,제조,소화말(건위 소화제),황산나트륨+넉스보미카+겐티안,Sodium sulfate+Nux vomica+Gentian,1977-09-22,(주)성원
동물용의약품,014-003,제조,가나연고(피부질환도포제),유황+산화아연+살리실산+페놀,Sulfur+Zinc oxide+Salicylic acid+Phenol,1977-09-22,(주)성원
동물용의약품,014-004,제조,다난다(부제병),포르말린+액상페놀,Formalin+Liquuefied phenol,1977-09-22,(주)성원
동물용의약품,014-005,제조,유두몰,설파닐라미드+캠퍼+치몰+박하유,Sulfanilamide+Camphor+Thymol+Mentha oil,1997-09-22,(주)성원
동물용의약품,014-007,제조,푸로몬플러스,요오드카제인,Iodine casein,1978-09-01,(주)성원
동물용의약품,014-008,제조,성원 토코페롤,비타민 E,Vitamin E,1978-09-01,(주)성원
동물용의약품,014-014,제조,성원하이비타삼-골드,기타영양공급약,Mineral supplemental preparations,1978-09-01,(주)성원
동물용의약품,014-015,제조,성원 아스피린,아세틸살리실산,Acetylsalicylic acid,1978-09-01,(주)성원
동물용의약품,014-017,제조,이노실(INOSIL),기타영양공급약,Mineral supplemental preparations,1980-12-15,(주)성원
동물용의약품,014-018,제조,신등전훈연지,테트라디폰+초산화칼륨,Tetradifon+Potassium acetate,1980-12-15,(주)성원
동물용의약품,014-019,제조,미현 - 100,클로스트리디움부티리쿰,Clostridium butyricum,1980-12-15,(주)성원
동물용의약품,014-020,제조,울트라신,아연페놀설폰산,Zinc phenolsulfonate,1973-08-10,(주)성원
동물용의약품,014-021,제조,비타피드-P,기타영양공급약,Mineral supplemental preparations,1982-07-28,(주)성원
동물용의약품,014-022,제조,비타피드-SW,기타영양공급약,Mineral supplemental preparations,1982-07-28,(주)성원
동물용의약품,014-026,제조,파라본,트리클로르폰,Trichlorfon,1983-02-08,(주)성원
동물용의약품,014-031,제조,폴리마이신,암피실린+콜리스틴,Ampicillin+Colistin sulfate,1983-10-21,(주)성원
동물용의약품,014-032,제조,티아무린-S,설파메타진+티아물린,Sulfamethazine+Tiamulin,1983-10-21,(주)성원
동물용의약품,014-033,제조,성원 티아무린 산,티아물린,Tiamulin,1983-10-21,(주)성원
동물용의약품,014-035,제조,트리설파,트리메토프림+설파클로르피리다진,Trimethoprim+Sulfachlorpyridazine,1984-02-27,(주)성원
동물용의약품,014-036,제조,비타와인,기타영양공급약,Mineral supplemental preparations,1985-12-04,(주)성원
동물용의약품,014-041,제조,타이스로-업,에리스로마이신+타이로신,Erythromycin+Tylosin,1987-02-02,(주)성원
동물용의약품,014-042,제조,네오마스타,네오마이신+타이로신,Neomycin sulfate+Tylosin,1987-02-02,(주)성원
동물용의약품,014-043,제조,페라콤,유산균+연쇄상구균,Lactobacillus+Streptococcus,1988-02-06,(주)성원
동물용의약품,014-046,제조,아이론엠,프로그램 관리품목,Programming item,1988-12-07,(주)성원
동물용의약품,014-048,제조,독시린,독시싸이클린,Doxycycline,1989-03-25,(주)성원
동물용의약품,014-049,제조,징크-엠,아연메치오닌,Zinc methionine,1989-04-04,(주)성원
동물용의약품,014-050,제조,성원 슈퍼벤질,트리클로르폰+안식향산벤질,Trichlorfon+Benzylbenzoate,1989-05-15,(주)성원
동물용의약품,014-052,제조,성원 니카바진,니카바진,Nicarbazine,1989-05-15,(주)성원
동물용의약품,014-054,제조,로메진,프로그램 관리품목,Programming item,1989-05-15,(주)성원
동물용의약품,014-055,제조,브롬존,페닐부타존+브롬헥신+비타민 A,Phenylbutazone+Bromhexine HCl+Vitamin A,1989-05-15,(주)성원
동물용의약품,014-056,제조,파시플로,프로그램 관리품목,Programming item,1990-06-11,(주)성원
동물용의약품,014-058,제조,비타와인 수산용,기타영양공급약,Mineral supplemental preparations,1990-12-18,(주)성원
동물용의약품,014-060,제조,린칼에이디쓰리,기타영양공급약,Mineral supplemental preparations,1991-02-28,(주)성원
동물용의약품,014-063,제조,성원 아목실-200,아목시실린,Amoxicillin,1991-08-12,(주)성원
동물용의약품,014-065,제조,성원 아넥스,살리노마이신나트륨,Salinomysin sodium,1992-11-24,(주)성원
동물용의약품,014-066,제조,성원 아목실-골드,아목시실린,Amoxicillin,1993-05-13,(주)성원
동물용의약품,014-070,제조,프리디아제,단백질분해효소,Protease,1994-01-24,(주)성원
동물용의약품,014-071,제조,엔자폴(ENZAPOL),단백질분해효소+전분분해효소+지방분해효소+글루카곤분해효소,Protease+Amylase+Lipase+Glucanase,1994-01-24,(주)성원
동물용의약품,014-072,제조,엔자폴플러스(ENZAPOL PLUS),단백질분해효소+전분분해효소+지방분해효소+글루카곤분해효소,Protease+Amylase+Lipase+Glucanase,1994-01-24,(주)성원
동물용의약품,014-074,제조,오티린(OTYRIN),옥시테트라싸이클린염산염,Oxytetracycline HCl,1995-03-27,(주)성원
동물용의약품,014-075,제조,성원 옥소린(수산용),옥소린산,Oxolinic acid,1995-04-24,(주)성원
동물용의약품,014-076,제조,토코빈산(수산용),비타민 C/E,Vitamin C/E,1995-06-03,(주)성원
동물용의약품,014-077,제조,아스콘(수산용),비타민 C,Vitamin C,1995-10-05,(주)성원
동물용의약품,014-078,제조,록사자임(ROXAZYME),효소유기물,Enzyme complex,1995-12-12,(주)성원
동물용의약품,014-081,제조,살리치(SALRICH),살리노마이신나트륨,Salinomysin sodium,1996-07-22,(주)성원
